"","TransectGroup","SPECIES","Count.FF","Count.POV","Count.BM","Count.TC","Photo.ID","BSS.1","BSS.2","BSS.3","Glare.1","Glare.2","Glare.3","BH.W","BH.F","BH.WF","BH.FW","BH.2F1W","BH.B","BH.BW","BH.Piling","BH.P","BH.F1W","BH.M","BH.H","BH.R","Front","Rear","Fr.Det","Rr.Det","platform","Group"
"970","20120309_001 3","RTLO",0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"1 3"
"971","20120309_001 3","UNLO",3,2,0,0,175,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 3"
"972","20120309_001 4","SUSC",3,0,0,0,171,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 4"
"973","20120309_001 5","RTLO",0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"1 5"
"974","20120309_001 5","UNLO",4,2,2,0,185,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 5"
"975","20120309_001 6","UNGU",0,1,1,2,208,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 6"
"976","20120309_001 7","HOGR",1,0,0,0,199,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"1 7"
"977","20120309_017 1","HOGR",1,0,0,0,1516,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"7 1"
"978","20120309_017 2","UNSB",1,0,0,0,1563,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"7 2"
"979","20120309_018 1","RNGR",1,0,1,0,1603,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,2,"8 1"
"980","20120309_018 2","SUSC",2,0,2,2,1689,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"8 2"
"981","20120309_018 3","HOGR",1,0,0,0,1710,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"8 3"
"982","20120309_018 4","UNDU",3,0,0,0,1713,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"8 4"
"983","20120309_018 4","WWSC",1,1,0,0,2663,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"8 4"
"984","20120309_018 5","PIGU",1,0,0,0,1720,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"8 5"
"985","20120309_018 5","SUSC",4,0,2,0,1721,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,2,"8 5"
"986","20120309_018 5","UNDU",2,0,0,0,1719,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"8 5"
"987","20120309_018 5","UNSB",1,0,0,0,1720,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"8 5"
"988","20120309_018 5","UNSC",0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,2,"8 5"
"989","20120309_018 6","RTLO",1,0,1,1,1725,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"8 6"
"990","20120309_018 7","SUSC",2,0,1,0,1727,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,2,"8 7"
"991","20120309_018 7","UNSC",1,0,0,1,1729,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,2,"8 7"
"992","20120309_018 8","COGO",2,0,0,0,1736,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"8 8"
"993","20120309_020 1","HOGR",0,1,1,1,2691,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 1"
"994","20120309_020 2","PIGU",1,0,0,0,1757,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"0 2"
"995","20120309_020 3","UNLO",1,0,0,0,1780,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"0 3"
"996","20120309_020 4","RNGR",2,0,1,1,1804,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"0 4"
"997","20120309_020 5","HOGR",2,1,2,1,2799,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 5"
"998","20120309_020 6","RNGR",1,0,1,2,1832,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"0 6"
"999","20120309_026 1","RTLO",2,2,2,2,3550,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"6 1"
"1000","20120309_026 2","RNGR",0,0,13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"6 2"
"1001","20120309_026 3","RNGR",1,0,0,0,2259,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"6 3"
"1002","20120309_028 1","UNGU",0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,4,"8 1"
"1003","20120309_028 2","RNGR",1,0,0,0,2292,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"8 2"
"1004","20120309_028 3","RNGR",1,1,0,0,3881,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"8 3"
"1005","20120309_028 4","MAMU",1,0,0,0,2370,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"8 4"
"1006","20120309_039 1","SUSC",1,1,1,0,5276,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"9 1"
"1007","20120309_039 2","BUFF",1,0,3,2,3233,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"9 2"
"1008","20120309_039 2","SCAU",7,9,6,8,5287,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"9 2"
"1009","20120309_039 2","SUSC",1,1,1,0,5284,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"9 2"
"1010","20120309_039 2","UNSB",3,0,0,0,3233,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"9 2"
"1011","20120309_039 2","UNSC",0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"9 2"
"1012","20120309_039 3","SCAU",10,0,0,0,3234,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"9 3"
"1013","20120309_039 4","HOGR",1,0,0,0,3236,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"9 4"
"1014","20120309_039 5","UNDU",1,0,0,0,3239,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"9 5"
"1015","20120309_039 6","BUFF",2,0,0,0,3241,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"9 6"
"1016","20120309_039 6","SCAU",9,0,11,10,3241,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"9 6"
"1017","20120309_039 7","BUFF",0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,0,2,"9 7"
"1018","20120309_039 7","UNSB",2,0,0,0,3247,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"9 7"
"1019","20120309_039 8","BUFF",7,0,9,9,3266,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"9 8"
"1020","20120309_039 8","SCAU",2,0,4,4,3260,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"9 8"
"1021","20120309_040 1","RHAU",4,4,4,0,5384,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 1"
"1022","20120309_040 1","UNDU",0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"0 1"
"1023","20120309_040 2","RHAU",2,0,0,0,3314,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 2"
"1024","20120309_040 3","GWGU",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"0 3"
"1025","20120309_040 3","UBWG",0,1,1,1,5403,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 3"
"1026","20120309_040 3","UNGU",0,1,1,0,5400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"0 3"
"1027","20120309_040 4","UNCO",19,19,17,13,5410,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 4"
"1028","20120309_040 5","PIGU",1,0,0,0,3321,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 5"
"1029","20120309_040 6","UNCO",2,1,1,1,5437,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 6"
"1030","20120309_040 7","UNSB",1,0,0,0,3336,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 7"
"1031","20120309_040 8","PIGU",1,0,0,0,3347,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"0 8"
"1032","20120309_055 1","UNGU",2,1,0,1,7193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 1"
"1033","20120309_057 1","SUSC",1,1,1,2,7516,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 1"
"1034","20120309_057 1","UNDD",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"7 1"
"1035","20120309_057 10","SUSC",1,0,1,1,4605,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2," 10"
"1036","20120309_057 11","HOGR",2,0,0,0,4623,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2," 11"
"1037","20120309_057 11","RNGR",4,0,0,0,4627,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2," 11"
"1038","20120309_057 11","RTLO",3,2,2,2,7647,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2," 11"
"1039","20120309_057 12","RNGR",1,0,0,0,4634,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2," 12"
"1040","20120309_057 12","UNLO",10,0,0,0,4638,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2," 12"
"1041","20120309_057 12","UNSB",1,0,0,0,4638,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2," 12"
"1042","20120309_057 13","RTLO",0,1,0,0,7672,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,3," 13"
"1043","20120309_057 13","UNCO",0,1,1,1,7668,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,3," 13"
"1044","20120309_057 13","UNDD",0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,3," 13"
"1045","20120309_057 13","UNGU",0,1,1,1,7673,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,3," 13"
"1046","20120309_057 2","BUFF",2,0,0,0,4559,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"7 2"
"1047","20120309_057 3","BUFF",1,3,3,3,7527,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 3"
"1048","20120309_057 3","COGO",1,1,1,1,7523,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 3"
"1049","20120309_057 4","UNGO",0,1,1,1,7533,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 4"
"1050","20120309_057 5","BUFF",3,2,1,1,7568,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 5"
"1051","20120309_057 5","SUSC",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"7 5"
"1052","20120309_057 5","UNGU",2,0,0,0,4580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 5"
"1053","20120309_057 5","UNSC",1,0,0,0,4578,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 5"
"1054","20120309_057 6","BUFF",4,3,4,3,7582,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 6"
"1055","20120309_057 6","UNGU",14,10,2,0,7584,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 6"
"1056","20120309_057 7","AMWI",4,4,0,0,7585,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 7"
"1057","20120309_057 7","MALL",4,4,0,0,7584,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 7"
"1058","20120309_057 8","BUFF",5,9,9,9,7593,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"7 8"
"1059","20120309_057 9","BUFF",1,0,0,0,4596,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"7 9"
"1060","20120309_057 9","HOGR",1,0,0,0,4601,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"7 9"
"1061","20120309_057 9","SUSC",2,0,0,0,4601,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"7 9"
"1062","20120309_057 9","UNDD",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,2,"7 9"
"1063","20120309_057 9","UNSC",1,0,0,0,4596,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"7 9"
"1064","20120309_064 1","COGO",5,7,6,6,8678,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 1"
"1065","20120309_064 1","HADU",2,2,2,2,8679,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 1"
"1066","20120309_064 1","UNDD",0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,0,1,"4 1"
"1067","20120309_064 1","UNGO",1,1,0,0,8674,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 1"
"1068","20120309_064 1","UNSB",1,0,0,0,5184,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 1"
"1069","20120309_064 10","NWCR",1,0,0,0,5253,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"TC","BM",1,1,1," 10"
"1070","20120309_064 2","COGO",3,3,2,0,8687,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 2"
"1071","20120309_064 2","HADU",2,1,0,0,8688,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 2"
"1072","20120309_064 2","UNSB",0,1,0,0,8691,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 2"
"1073","20120309_064 3","SUSC",2,3,5,6,8695,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"4 3"
"1074","20120309_064 4","BUFF",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"4 4"
"1075","20120309_064 4","NWCR",9,1,0,1,8720,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 4"
"1076","20120309_064 4","UBWG",0,1,0,1,8741,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"4 4"
"1077","20120309_064 4","UNGU",12,11,10,9,8736,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 4"
"1078","20120309_064 5","NWCR",2,2,0,1,8764,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 5"
"1079","20120309_064 5","UNGU",3,4,3,4,8765,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 5"
"1080","20120309_064 6","BUFF",2,5,5,7,8788,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 6"
"1081","20120309_064 6","UNGO",1,1,1,0,8785,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 6"
"1082","20120309_064 7","BUFF",1,0,0,0,5236,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 7"
"1083","20120309_064 7","HOGR",2,0,0,0,5237,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 7"
"1084","20120309_064 7","UNGU",1,0,0,0,5236,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 7"
"1085","20120309_064 8","BUFF",4,5,5,5,8812,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 8"
"1086","20120309_064 8","COGO",3,0,0,0,5242,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 8"
"1087","20120309_064 9","HOGR",1,1,0,0,8816,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"4 9"
"1088","20120309_071 1","OLDS",3,0,2,2,5734,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"1 1"
"1089","20120309_071 1","PIGU",3,0,1,1,5737,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"1 1"
"1090","20120309_071 10","HOGR",4,1,1,1,9778,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1," 10"
"1091","20120309_071 11","UNCO",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1," 11"
"1092","20120309_071 2","PIGU",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,2,"1 2"
"1093","20120309_071 3","COLO",1,0,1,0,5792,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,2,"1 3"
"1094","20120309_071 3","SUSC",2,0,2,1,5792,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"1 3"
"1095","20120309_071 3","UNDD",0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,0,2,"1 3"
"1096","20120309_071 3","UNLO",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,2,"1 3"
"1097","20120309_071 3","UNSC",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,2,"1 3"
"1098","20120309_071 4","HOGR",1,0,0,0,5796,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"1 4"
"1099","20120309_071 4","SUSC",0,1,0,0,9748,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 4"
"1100","20120309_071 4","UNSB",0,1,0,0,9760,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 4"
"1101","20120309_071 5","BUFF",1,2,2,1,9762,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 5"
"1102","20120309_071 5","PIGU",3,0,0,0,5803,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"1 5"
"1103","20120309_071 5","UNDU",1,0,0,0,5802,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"1 5"
"1104","20120309_071 6","UNDU",1,0,0,0,5805,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 6"
"1105","20120309_071 7","SUSC",0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"1 7"
"1106","20120309_071 7","UNSC",0,1,0,0,9766,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 7"
"1107","20120309_071 8","UNGU",1,0,0,0,5807,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 8"
"1108","20120309_071 9","PECO",1,1,0,0,9774,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 9"
"1109","20120309_071 9","UNDU",0,1,0,0,9777,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"1 9"
"1110","20120309_074 1","UNGU",1,0,1,0,6064,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,2,"4 1"
"1111","20120309_074 2","RBME",5,3,5,3,10195,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"4 2"
"1112","20120309_074 2","UNSB",1,0,0,0,6080,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"4 2"
"1113","20120309_074 3","UNGU",1,1,1,1,10195,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"4 3"
"1114","20120309_074 4","RHAU",2,2,0,0,10212,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"4 4"
"1115","20120309_082 1","SUSC",3,0,3,3,6671,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"2 1"
"1116","20120309_083 1","COMU",1,0,0,0,6769,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"3 1"
"1117","20120309_083 2","PIGU",3,0,0,0,6842,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,2,"3 2"
"1118","20120309_085 1","SUSC",0,0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,0,4,"5 1"
"1119","20120309_085 2","SUSC",6,3,4,4,11319,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 2"
"1120","20120309_085 2","UNSC",2,0,0,0,6980,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 2"
"1121","20120309_085 3","BUFF",1,1,1,2,11352,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 3"
"1122","20120309_085 3","SUSC",1,1,0,0,11352,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 3"
"1123","20120309_085 3","UNDD",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"5 3"
"1124","20120309_085 3","UNDU",1,1,0,0,11352,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 3"
"1125","20120309_085 3","UNGO",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",0,1,1,"5 3"
"1126","20120309_085 4","BAGO",4,4,4,0,11359,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 4"
"1127","20120309_085 4","COGO",0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"5 4"
"1128","20120309_085 4","UNGU",2,2,1,2,11359,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 4"
"1129","20120309_085 5","DCCO",1,0,0,0,7036,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"TC","BM",1,1,1,"5 5"
"1130","20120309_085 6","COGO",1,0,0,0,7039,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 6"
"1131","20120309_085 6","UNSC",1,0,0,0,7040,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,1,1,"5 6"
"1132","20120309_085 7","GWGU",0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TC","BM",1,0,1,"5 7"
