"","TransectGroup","SPECIES","Count.FF","Count.POV","Count.BM","Count.TC","Photo.ID","BSS.1","BSS.2","BSS.3","Glare.1","Glare.2","Glare.3","BH.W","BH.F","BH.WF","BH.FW","BH.2F1W","BH.B","BH.BW","BH.Piling","BH.P","BH.F1W","BH.M","BH.H","BH.R","Front","Rear","Fr.Det","Rr.Det","platform","Group"
"3513","20120326_049 10","MAMU",0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2," 10"
"3514","20120326_049 2","UNML",1,0,0,0,7650,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 2"
"3515","20120326_049 3","HASE",1,1,1,0,7664,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 3"
"3516","20120326_049 4","ANMU",0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"9 4"
"3517","20120326_049 4","MAMU",2,0,2,0,7671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"9 4"
"3518","20120326_049 4","UNML",0,2,0,0,7222,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 4"
"3519","20120326_049 5","UNCO",1,0,0,0,7712,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 5"
"3520","20120326_049 6","ANMU",6,0,0,8,7745,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 6"
"3521","20120326_049 6","MAMU",6,0,6,0,7744,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 6"
"3522","20120326_049 6","UNML",6,3,0,0,7744,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 6"
"3523","20120326_049 7","DCCO",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"9 7"
"3524","20120326_049 7","UNCO",1,1,1,0,7748,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 7"
"3525","20120326_049 8","RHAU",1,0,0,1,7754,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"9 8"
"3526","20120326_049 9","UNML",2,0,0,0,7761,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 9"
"3527","20120326_050 1","RHAU",1,0,0,1,7765,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 1"
"3528","20120326_050 1","UNGU",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 1"
"3529","20120326_050 2","ANMU",1,0,0,2,7781,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 2"
"3530","20120326_050 2","MAMU",2,0,2,0,7772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"0 2"
"3531","20120326_050 3","COMU",1,0,1,1,7781,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 3"
"3532","20120326_050 3","UNML",1,0,0,0,7783,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 3"
"3533","20120326_050 4","COMU",1,0,0,1,7844,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 4"
"3534","20120326_050 4","PIGU",1,0,0,0,7851,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 4"
"3535","20120326_050 5","COMU",0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 5"
"3536","20120326_050 6","COMU",1,0,1,1,7883,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 6"
"3537","20120326_050 7","HOGR",1,0,0,0,7931,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 7"
"3538","20120326_050 7","SUSC",3,0,3,3,7929,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 7"
"3539","20120326_052 1","UNDD",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"2 1"
"3540","20120326_052 1","UNDU",1,0,0,0,7969,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"2 1"
"3541","20120326_052 2","PIGU",1,0,0,0,7974,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"2 2"
"3542","20120326_052 3","COMU",1,0,1,1,8004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"2 3"
"3543","20120326_052 3","UNSB",1,0,0,0,8011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"2 3"
"3544","20120326_052 4","COMU",1,1,1,1,8019,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"2 4"
"3545","20120326_052 5","UNAC",1,0,0,0,8029,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"2 5"
"3546","20120326_052 6","ANMU",2,0,0,4,8096,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"2 6"
"3547","20120326_052 6","MAMU",0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"2 6"
"3548","20120326_052 6","UNML",4,2,0,0,8095,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"2 6"
"3549","20120326_053 1","GWGU",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,4,"3 1"
"3550","20120326_053 2","COMU",1,0,0,1,8114,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"3 2"
"3551","20120326_053 3","UNML",2,0,0,0,8129,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"3 3"
"3552","20120326_053 4","MAMU",1,0,0,0,8131,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"3 4"
"3553","20120326_053 5","MAMU",2,0,0,0,8133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"3 5"
"3554","20120326_053 6","MAMU",2,0,0,0,8138,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"3 6"
"3555","20120326_054 1","MAMU",8,0,2,2,8173,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 1"
"3556","20120326_054 1","UNML",1,0,0,0,8170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 1"
"3557","20120326_054 2","MAMU",2,0,2,2,8181,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 2"
"3558","20120326_054 3","MAMU",2,0,2,2,8210,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 3"
"3559","20120326_054 4","MAMU",2,0,2,4,8266,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 4"
"3560","20120326_054 4","UNML",2,0,0,0,8265,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 4"
"3561","20120326_054 5","MAMU",4,0,4,4,8288,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 5"
"3562","20120326_054 5","UNML",0,2,0,0,7756,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 5"
"3563","20120326_054 6","UNML",2,0,0,0,8295,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 6"
"3564","20120326_054 7","MAMU",3,0,3,3,8308,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 7"
"3565","20120326_054 8","MAMU",2,0,0,0,8313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 8"
"3566","20120326_055 1","HAPO",1,0,2,2,8337,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"5 1"
"3567","20120326_055 10","RNGR",1,1,0,0,8438,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1," 10"
"3568","20120326_055 10","UNCO",2,0,0,0,8438,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1," 10"
"3569","20120326_055 2","RNGR",1,0,0,0,8367,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"5 2"
"3570","20120326_055 3","HOGR",1,0,0,0,8380,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 3"
"3571","20120326_055 3","RNGR",1,1,1,1,8379,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 3"
"3572","20120326_055 4","OLDS",2,2,2,3,8382,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 4"
"3573","20120326_055 4","PIGU",1,1,1,0,8382,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 4"
"3574","20120326_055 5","BUFF",1,0,1,0,8410,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"5 5"
"3575","20120326_055 6","HADU",2,2,0,0,8419,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 6"
"3576","20120326_055 7","UNGU",20,17,19,15,8427,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 7"
"3577","20120326_055 8","HASE",0,2,2,2,7890,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 8"
"3578","20120326_055 9","RNGR",1,1,1,0,8432,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 9"
"3579","20120326_055 9","UNME",0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"5 9"
"3580","20120326_056 1","MAMU",2,0,2,2,8576,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"6 1"
"3581","20120326_058 1","MAMU",2,0,2,2,8778,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"8 1"
"3582","20120326_059 1","UNML",2,0,0,0,8877,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 1"
"3583","20120326_059 2","UNML",1,0,0,0,8887,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 2"
"3584","20120326_059 3","MAMU",2,0,2,2,8974,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 3"
"3585","20120326_059 4","MAMU",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"9 4"
"3586","20120326_059 5","COMU",1,0,0,1,9000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"9 5"
"3587","20120326_059 5","HOGR",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"9 5"
"3588","20120326_059 5","RNGR",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"9 5"
"3589","20120326_059 5","UNSB",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"9 5"
"3590","20120326_059 6","MAMU",2,0,0,0,9013,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"9 6"
"3591","20120326_060 1","HAPO",0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,4,"0 1"
"3592","20120326_060 2","MAMU",6,0,4,0,9094,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 2"
"3593","20120326_060 2","UNML",0,2,0,4,8492,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 2"
"3594","20120326_060 3","MAMU",7,0,0,0,9110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 3"
"3595","20120326_060 4","MAMU",8,6,7,0,9125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 4"
"3596","20120326_060 4","UNML",0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 4"
"3597","20120326_060 5","COMU",3,1,1,2,9138,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"0 5"
"3598","20120326_060 5","MAMU",4,0,4,0,9135,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"0 5"
"3599","20120326_060 5","UNML",0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 5"
"3600","20120326_060 6","MAMU",8,0,2,0,9154,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 6"
"3601","20120326_060 6","UNML",0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 6"
"3602","20120326_060 7","MAMU",4,0,2,0,9176,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"0 7"
"3603","20120326_060 7","UNML",0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"0 7"
"3604","20120326_060 8","RHAU",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,2,"0 8"
"3605","20120326_061 1","COMU",0,0,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,4,"1 1"
"3606","20120326_061 1","UNSB",1,0,0,0,9209,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"1 1"
"3607","20120326_061 2","MAMU",6,2,4,4,9246,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"1 2"
"3608","20120326_061 3","MAMU",4,0,4,4,9270,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"1 3"
"3609","20120326_061 4","HOGR",2,2,2,2,9288,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"1 4"
"3610","20120326_061 5","ANMU",1,0,0,0,9313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"1 5"
"3611","20120326_061 5","MAMU",2,0,0,0,9308,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"1 5"
"3612","20120326_061 6","GWGU",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"1 6"
"3613","20120326_061 6","UNGU",1,0,1,2,9346,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"1 6"
"3614","20120326_061 7","UNAC",1,0,0,1,9359,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"1 7"
"3615","20120326_061 8","MAMU",1,0,0,0,9360,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"1 8"
"3616","20120326_062 1","RTLO",0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"2 1"
"3617","20120326_062 1","UNGU",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"2 1"
"3618","20120326_062 2","PIGU",1,0,0,0,9479,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"2 2"
"3619","20120326_063 1","OLDS",0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,4,"3 1"
"3620","20120326_063 2","RHAU",1,0,0,1,9549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"3 2"
"3621","20120326_063 2","UNSB",1,0,1,0,9549,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"3 2"
"3622","20120326_063 3","UNCO",1,0,0,0,9655,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"3 3"
"3623","20120326_063 4","UNGU",1,0,0,0,9690,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"3 4"
"3624","20120326_063 5","USAC",1,0,0,0,9711,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"3 5"
"3625","20120326_064 1","OLDS",0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,0,4,"4 1"
"3626","20120326_064 10","UNGU",3,0,3,3,9873,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2," 10"
"3627","20120326_064 11","BLBR",14,0,0,0,9880,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2," 11"
"3628","20120326_064 12","BLBR",30,0,0,0,9884,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2," 12"
"3629","20120326_064 12","UNGU",4,3,7,6,9884,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1," 12"
"3630","20120326_064 2","UNCO",1,0,0,0,9726,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 2"
"3631","20120326_064 3","RNGR",1,0,0,0,9786,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 3"
"3632","20120326_064 3","SCAU",0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"4 3"
"3633","20120326_064 3","SUSC",4,0,1,0,9792,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 3"
"3634","20120326_064 3","UNSC",4,0,0,6,9789,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,2,"4 3"
"3635","20120326_064 4","BUFF",6,3,5,3,9806,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"4 4"
"3636","20120326_064 5","BUFF",3,0,0,0,9814,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 5"
"3637","20120326_064 5","SUSC",6,0,9,8,9813,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 5"
"3638","20120326_064 5","UNSC",1,0,0,0,9810,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 5"
"3639","20120326_064 6","BUFF",1,1,0,0,9830,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"4 6"
"3640","20120326_064 6","RBME",38,13,12,0,9832,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"4 6"
"3641","20120326_064 6","UNME",0,0,0,15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"4 6"
"3642","20120326_064 7","BUFF",2,2,2,0,9855,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"4 7"
"3643","20120326_064 8","BLBR",154,0,0,0,9859,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 8"
"3644","20120326_064 8","UNGU",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2,"4 8"
"3645","20120326_064 9","BUFF",4,0,3,1,9867,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,2,"4 9"
"3646","20120326_065 1","AMWI",8,5,2,0,9895,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 1"
"3647","20120326_065 1","MALL",7,7,5,6,9896,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 1"
"3648","20120326_065 1","UNGU",26,23,35,28,9898,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 1"
"3649","20120326_065 10","UNGO",0,1,0,2,9329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1," 10"
"3650","20120326_065 11","BUFF",3,0,3,2,10035,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2," 11"
"3651","20120326_065 12","RBME",1,0,0,0,10039,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1," 12"
"3652","20120326_065 12","SUSC",7,0,7,8,10037,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2," 12"
"3653","20120326_065 13","SUSC",1,0,1,0,10049,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,0,2," 13"
"3654","20120326_065 14","BUFF",4,0,0,0,10054,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1," 14"
"3655","20120326_065 14","UNGU",1,0,0,0,10054,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1," 14"
"3656","20120326_065 2","AMWI",6,6,2,4,9899,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 2"
"3657","20120326_065 2","GBHE",1,1,0,0,9915,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 2"
"3658","20120326_065 2","MALL",6,3,6,2,9901,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 2"
"3659","20120326_065 2","UBWG",1,0,0,0,9903,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 2"
"3660","20120326_065 2","UNDU",0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",0,1,1,"5 2"
"3661","20120326_065 2","UNGU",27,17,0,5,9916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 2"
"3662","20120326_065 2","USSD",14,0,17,15,9904,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 2"
"3663","20120326_065 3","AMWI",33,14,2,9,9925,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 3"
"3664","20120326_065 3","BUFF",4,4,0,0,9927,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 3"
"3665","20120326_065 4","MALL",7,7,4,0,9939,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 4"
"3666","20120326_065 4","RBME",1,1,0,0,9937,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 4"
"3667","20120326_065 4","UBWG",1,1,0,0,9936,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 4"
"3668","20120326_065 4","UNGU",78,64,70,55,9951,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 4"
"3669","20120326_065 4","USSD",100,0,0,40,9951,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 4"
"3670","20120326_065 5","UMSD",4,0,0,0,9972,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 5"
"3671","20120326_065 5","UNGU",28,6,6,7,9972,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 5"
"3672","20120326_065 5","USSD",6,1,1,0,9970,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 5"
"3673","20120326_065 6","UNGU",1,1,1,0,9980,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 6"
"3674","20120326_065 7","BAEA",2,1,0,2,9997,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 7"
"3675","20120326_065 7","UNGU",33,0,0,2,9999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BM","TC",1,1,1,"5 7"
