"","X","TransectGroup","SPECIES","Count.FF","Count.POV","Count.BM","Count.TC","Photo.ID","BSS.1","BSS.2","BSS.3","Glare.1","Glare.2","Glare.3","BH.W","BH.F","BH.WF","BH.FW","BH.2F1W","BH.B","BH.BW","BH.Piling","BH.P","BH.F1W","BH.M","BH.H","BH.R","Front","Rear","Fr.Det","Rr.Det","platform","Group","group"
"1467","1974","20120318_069 10","UNLO",0,0,1,0,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1"," 10","loon"
"1468","1975","20120318_069 11","UNDD",0,0,0,1,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1"," 11","UNDD"
"1469","1976","20120318_069 2","RTLO",0,1,0,1,"9833","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","9 2","loon"
"1470","1977","20120318_069 2","UNLO",0,0,1,0,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","9 2","loon"
"1471","1978","20120318_069 3","LTDU",3,1,2,2,"10125","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 3","long-tailed duck"
"1472","1979","20120318_069 4","PALO",0,0,0,1,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","9 4","loon"
"1473","1980","20120318_069 4","RTLO",0,0,1,0,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","9 4","loon"
"1474","1981","20120318_069 4","UNLO",1,0,0,0,"10161","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 4","loon"
"1475","1982","20120318_069 5","LTDU",1,1,0,0,"10167","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 5","long-tailed duck"
"1476","1983","20120318_069 6","LTDU",0,1,2,2,"9904","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","9 6","long-tailed duck"
"1477","1984","20120318_069 6","UNSB",0,0,0,0,"10176","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 6","UNSB"
"1478","1985","20120318_069 7","LTDU",1,0,0,0,"10198","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 7","long-tailed duck"
"1479","1986","20120318_069 8","PALO",1,1,0,2,"10223","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 8","loon"
"1480","1987","20120318_069 8","UNLO",1,1,0,0,"10221","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 8","loon"
"1481","1988","20120318_069 9","SUSC",1,0,1,0,"10228","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","9 9","scoter"
"1482","1989","20120318_070 1","LTDU",5,5,4,6,"10280","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 1","long-tailed duck"
"1483","1990","20120318_070 1","SUSC",26,20,16,0,"10281","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 1","scoter"
"1484","1991","20120318_070 1","UNSC",0,0,0,15,"0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","0 1","scoter"
"1485","1992","20120318_070 2","LTDU",2,0,0,0,"10326","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 2","long-tailed duck"
"1486","1993","20120318_070 2","SUSC",1,1,0,0,"10326","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 2","scoter"
"1487","1994","20120318_070 2","UNCO",5,1,0,0,"10331","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 2","cormorant"
"1488","1995","20120318_070 2","UNDD",0,0,4,5,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","0","1","0 2","UNDD"
"1489","1996","20120318_070 2","UNSC",0,0,0,1,"0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","0 2","scoter"
"1490","1997","20120318_070 3","LTDU",1,1,0,1,"10347","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 3","long-tailed duck"
"1491","1998","20120318_070 4","LTDU",2,2,3,2,"10369","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 4","long-tailed duck"
"1492","1999","20120318_070 5","LTDU",5,5,5,5,"10392","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 5","long-tailed duck"
"1493","2000","20120318_070 5","SUSC",1,0,1,0,"10391","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","0 5","scoter"
"1494","2001","20120318_070 6","UNDD",0,0,0,1,"0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","0 6","UNDD"
"1495","2002","20120318_070 6","UNDU",0,0,0,0,"10409","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 6","UNDU"
"1496","2003","20120318_070 7","LTDU",1,0,0,0,"10414","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 7","long-tailed duck"
"1497","2004","20120318_070 8","LTDU",3,0,0,0,"10424","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 8","long-tailed duck"
"1498","2005","20120318_070 9","LTDU",1,0,0,0,"10428","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 9","long-tailed duck"
"1499","2006","20120318_071 1","LTDU",1,0,0,0,"10464","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 1","long-tailed duck"
"1500","2007","20120318_071 2","SCAU",3,3,3,3,"10468","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 2","scaup"
"1501","2008","20120318_071 2","SUSC",2,2,0,2,"10468","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 2","scoter"
"1502","2009","20120318_071 2","UNSC",0,0,2,0,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","1 2","scoter"
"1503","2010","20120318_071 3","UBWG",0,0,0,1,"0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","1 3","gull"
"1504","2011","20120318_071 3","UNDU",0,0,0,0,"10502","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 3","UNDU"
"1505","2012","20120318_071 3","UNGU",0,0,1,0,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","1 3","gull"
"1506","2013","20120318_071 4","COLO",1,0,0,0,"10547","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 4","loon"
"1507","2014","20120318_071 5","LTDU",3,3,2,0,"10572","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 5","long-tailed duck"
"1508","2015","20120318_072 1","COLO",1,1,1,1,"10640","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 1","loon"
"1509","2017","20120318_072 3","LTDU",1,0,1,1,"10667","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 3","long-tailed duck"
"1510","2018","20120318_072 4","PALO",2,0,0,0,"10695","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 4","loon"
"1511","2019","20120318_072 5","LTDU",3,3,2,2,"10721","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 5","long-tailed duck"
"1512","2020","20120318_072 5","SUSC",4,4,4,0,"10718","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 5","scoter"
"1513","2021","20120318_072 5","UNSC",0,0,0,4,"0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","2 5","scoter"
"1514","2022","20120318_072 6","LTDU",2,2,0,0,"10725","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 6","long-tailed duck"
"1515","2023","20120318_072 7","LTDU",1,1,1,0,"10749","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 7","long-tailed duck"
"1516","2024","20120318_073 1","BLBR",0,14,14,12,"10496","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","3 1","goose"
"1517","2025","20120318_073 2","LTDU",2,0,0,0,"10848","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","3 2","long-tailed duck"
"1518","2026","20120318_073 3","LTDU",2,2,2,0,"10888","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","3 3","long-tailed duck"
"1519","2027","20120318_073 4","LTDU",8,8,7,6,"10933","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","3 4","long-tailed duck"
"1520","2028","20120318_073 4","SUSC",4,4,4,4,"10933","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","3 4","scoter"
"1521","2029","20120318_074 1","BLBR",25,3,23,8,"10980","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 1","goose"
"1522","2030","20120318_074 2","SCAU",1,1,1,0,"10980","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 2","scaup"
"1523","2031","20120318_074 3","LTDU",3,0,0,0,"10987","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 3","long-tailed duck"
"1524","2032","20120318_074 4","BLBR",17,0,16,17,"11013","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 4","goose"
"1525","2033","20120318_074 5","LTDU",1,0,0,0,"11024","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 5","long-tailed duck"
"1526","2034","20120318_074 6","SUSC",2,0,0,0,"11039","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 6","scoter"
"1527","2035","20120318_074 7","BUFF",1,0,0,0,"11054","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 7","bufflehead"
"1528","2036","20120318_074 8","BUFF",2,0,0,0,"11083","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 8","bufflehead"
"1529","2037","20120318_075 1","SUSC",1,0,0,0,"11093","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","5 1","scoter"
"1530","2038","20120318_075 2","LTDU",1,1,1,1,"11098","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","5 2","long-tailed duck"
"1531","2039","20120318_075 3","RUDU",2,0,0,0,"11110","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","5 3","ruddy duck"
"1532","2040","20120318_075 4","BLBR",2,2,2,0,"11139","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","5 4","goose"
"1533","2041","20120318_075 4","RUDU",4,4,4,0,"11139","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","5 4","ruddy duck"
"1534","2042","20120318_075 5","LTDU",1,1,0,0,"11147","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","5 5","long-tailed duck"
"1535","2043","20120318_075 5","SUSC",9,9,0,10,"11146","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","5 5","scoter"
"1536","2044","20120318_075 5","UNGO",0,0,0,1,"0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","5 5","goldeneye"
"1537","2045","20120318_075 6","SUSC",2,1,1,1,"11177","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","5 6","scoter"
"1538","2046","20120318_076 1","LTDU",2,2,3,1,"11245","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 1","long-tailed duck"
"1539","2047","20120318_076 2","SUSC",5,1,1,1,"11255","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 2","scoter"
"1540","2048","20120318_076 3","LTDU",4,0,0,0,"11291","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 3","long-tailed duck"
"1541","2049","20120318_076 3","SUSC",2,1,1,0,"11291","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 3","scoter"
"1542","2050","20120318_076 4","SUSC",1,1,0,0,"11294","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 4","scoter"
"1543","2051","20120318_076 5","LTDU",2,2,2,2,"11305","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 5","long-tailed duck"
"1544","2052","20120318_076 5","SUSC",9,6,6,6,"11305","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 5","scoter"
"1545","2053","20120318_076 6","LTDU",2,1,1,1,"11324","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 6","long-tailed duck"
"1546","2054","20120318_076 7","LTDU",4,1,2,0,"11355","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 7","long-tailed duck"
"1547","2055","20120318_076 7","SUSC",6,4,2,1,"11354","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 7","scoter"
"1548","2056","20120318_076 7","UNDD",0,0,0,1,"0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","6 7","UNDD"
"1549","2057","20120318_076 8","LTDU",2,0,0,0,"11360","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 8","long-tailed duck"
"1550","2058","20120318_076 9","LTDU",5,1,2,5,"11371","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","6 9","long-tailed duck"
"1551","2059","20120318_077 1","SUSC",2,0,0,0,"11451","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","7 1","scoter"
"1552","2060","20120318_077 2","SUSC",4,0,4,0,"11490","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","7 2","scoter"
"1553","2061","20120318_077 3","SUSC",5,5,5,5,"11494","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","7 3","scoter"
"1554","2062","20120318_077 4","LTDU",2,2,3,3,"11510","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","7 4","long-tailed duck"
"1555","2063","20120318_077 5","BLBR",4,4,4,4,"11536","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","7 5","goose"
"1556","2064","20120318_077 5","LTDU",1,0,0,1,"11536","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","7 5","long-tailed duck"
"1557","2065","20120318_078 1","RNGR",2,1,1,1,"11612","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","8 1","grebe"
"1558","2066","20120318_078 2","RNGR",1,0,1,3,"11632","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","8 2","grebe"
"1559","2067","20120318_078 2","UNGR",1,1,0,0,"11635","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","8 2","grebe"
"1560","2068","20120318_078 3","COLO",1,1,1,1,"11667","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","8 3","loon"
"1561","2069","20120318_078 3","RTLO",2,3,1,5,"11660","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","8 3","loon"
"1562","2070","20120318_078 3","UNLO",5,3,0,0,"11642","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","8 3","loon"
"1563","2071","20120318_078 4","RNGR",0,0,1,0,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","8 4","grebe"
"1564","2072","20120318_078 4","RTLO",0,0,1,0,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","8 4","loon"
"1565","2073","20120318_078 4","UNLO",0,0,1,0,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","8 4","loon"
"1566","2074","20120318_078 4","WEGR",0,0,2,0,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","8 4","grebe"
"1567","2075","20120318_079 1","UNLO",1,0,0,0,"11769","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 1","loon"
"1568","2076","20120318_079 2","LTDU",8,8,8,8,"11790","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 2","long-tailed duck"
"1569","2077","20120318_079 3","LTDU",2,2,2,0,"11828","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 3","long-tailed duck"
"1570","2078","20120318_079 4","LTDU",2,2,2,2,"11872","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","9 4","long-tailed duck"
"1571","2079","20120318_080 1","UNGU",1,0,0,0,"11972","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","0 1","gull"
"1572","2080","20120318_080 2","GWGU",0,1,0,1,"11715","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","0 2","gull"
"1573","2081","20120318_080 2","UNGU",0,0,1,0,"0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","0 2","gull"
"1574","2082","20120318_081 1","UNGU",3,1,1,1,"12117","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 1","gull"
"1575","2083","20120318_081 2","UBWG",1,0,0,0,"12118","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 2","gull"
"1576","2084","20120318_081 3","BLBR",7,5,58,0,"12141","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 3","goose"
"1577","2085","20120318_081 4","BLBR",9,2,18,19,"12187","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","1 4","goose"
"1578","2087","20120318_082 2","HOGR",1,0,0,0,"12217","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 2","grebe"
"1579","2088","20120318_082 3","BUFF",1,0,0,0,"12220","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 3","bufflehead"
"1580","2089","20120318_082 4","BUFF",3,2,2,0,"12231","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 4","bufflehead"
"1581","2090","20120318_082 5","BUFF",0,2,0,0,"12058","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 5","bufflehead"
"1582","2091","20120318_082 5","HOGR",1,0,0,0,"12293","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 5","grebe"
"1583","2092","20120318_082 5","LTDU",0,0,0,2,"0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1","2 5","long-tailed duck"
"1584","2093","20120318_082 5","SUSC",19,17,13,13,"12293","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 5","scoter"
"1585","2094","20120318_082 6","BLBR",5,0,5,0,"12319","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 6","goose"
"1586","2095","20120318_082 6","BUFF",2,2,2,0,"12318","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 6","bufflehead"
"1587","2096","20120318_082 7","UNDD",0,0,1,1,"0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","0","1","2 7","UNDD"
"1588","2097","20120318_082 8","BUFF",1,1,0,0,"12329","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 8","bufflehead"
"1589","2098","20120318_082 9","BUFF",0,1,1,1,"12112","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","2 9","bufflehead"
"1590","2100","20120318_083 2","RBME",0,1,1,0,"12114","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","3 2","merganser"
"1591","2101","20120318_083 3","BUFF",2,0,0,0,"12342","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","3 3","bufflehead"
"1592","2102","20120318_083 4","BUFF",2,2,2,2,"12360","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","3 4","bufflehead"
"1593","2103","20120318_083 5","BUFF",4,0,0,0,"12392","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","3 5","bufflehead"
"1594","2105","20120318_084 1","BLBR",25,0,0,0,"12495","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 1","goose"
"1595","2106","20120318_084 1","BUFF",5,5,4,3,"12493","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 1","bufflehead"
"1596","2107","20120318_084 10","BUFF",4,1,1,1,"12571","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1"," 10","bufflehead"
"1597","2108","20120318_084 11","BUFF",3,3,3,3,"12577","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1"," 11","bufflehead"
"1598","2109","20120318_084 12","BLBR",3,0,0,0,"12585","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1"," 12","goose"
"1599","2110","20120318_084 12","BUFF",1,0,0,0,"12584","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1"," 12","bufflehead"
"1600","2111","20120318_084 12","UNSC",3,0,0,3,"12583","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","0","1"," 12","scoter"
"1601","2112","20120318_084 13","COGO",0,1,1,1,"12351","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1"," 13","goldeneye"
"1602","2113","20120318_084 13","SUSC",2,0,2,1,"12603","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1"," 13","scoter"
"1603","2114","20120318_084 14","SUSC",4,1,5,0,"12613","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1"," 14","scoter"
"1604","2115","20120318_084 15","SUSC",1,0,0,0,"12625","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1"," 15","scoter"
"1605","2116","20120318_084 15","UNGO",1,0,0,0,"12625","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1"," 15","goldeneye"
"1606","2117","20120318_084 2","BLBR",3,0,0,0,"12501","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 2","goose"
"1607","2118","20120318_084 3","BUFF",2,2,2,2,"12505","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 3","bufflehead"
"1608","2119","20120318_084 4","BLBR",10,0,0,0,"12510","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 4","goose"
"1609","2120","20120318_084 5","BLBR",4,0,0,0,"12515","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 5","goose"
"1610","2121","20120318_084 5","BUFF",2,1,1,0,"12511","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 5","bufflehead"
"1611","2122","20120318_084 6","BLBR",11,0,0,0,"12536","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 6","goose"
"1612","2123","20120318_084 6","BUFF",3,4,0,0,"12534","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 6","bufflehead"
"1613","2124","20120318_084 7","UNDU",0,0,0,0,"12292","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 7","UNDU"
"1614","2125","20120318_084 7","UNGO",1,0,0,0,"12550","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","1","1","1","4 7","goldeneye"
"1615","2126","20120318_084 8","BLBR",0,0,3,0,"0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","4 8","goose"
"1616","2127","20120318_084 8","BUFF",0,1,1,0,"12296","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TC","BM","0","1","1","4 8","bufflehead"
