"","X","TransectGroup","SPECIES","Count.FF","Count.POV","Count.BM","Count.TC","Photo.ID","BSS.1","BSS.2","BSS.3","Glare.1","Glare.2","Glare.3","BH.W","BH.F","BH.WF","BH.FW","BH.2F1W","BH.B","BH.BW","BH.Piling","BH.P","BH.F1W","BH.M","BH.H","BH.R","Front","Rear","Fr.Det","Rr.Det","platform","Group","group"
"2763","3790","20120326_079 5","BUFF",4,4,2,3,"12001","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 5","bufflehead"
"2764","3791","20120326_079 5","UNGO",1,1,0,0,"12001","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 5","goldeneye"
"2765","3792","20120326_079 6","UNGU",1,0,0,0,"12003","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 6","gull"
"2766","3793","20120326_079 7","BUFF",6,4,4,5,"12034","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 7","bufflehead"
"2767","3794","20120326_079 7","COGO",1,0,0,0,"12020","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 7","goldeneye"
"2768","3795","20120326_079 7","SUSC",2,3,4,6,"12031","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 7","scoter"
"2769","3796","20120326_079 7","UNDD",0,0,1,0,"0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","0","1","9 7","UNDD"
"2770","3797","20120326_079 8","SUSC",3,2,4,3,"12040","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 8","scoter"
"2771","3798","20120326_079 9","BUFF",7,4,1,2,"12072","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 9","bufflehead"
"2772","3799","20120326_079 9","SUSC",0,0,1,0,"0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","0","1","9 9","scoter"
"2773","3800","20120326_079 9","UNDD",0,0,0,2,"0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","0","1","1","9 9","UNDD"
"2774","3801","20120326_079 9","WWSC",1,1,0,0,"12068","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 9","scoter"
"2775","3803","20120326_080 2","SUSC",2,2,2,2,"12165","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","0 2","scoter"
"2776","3804","20120326_080 3","SUSC",2,2,2,2,"12229","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","0 3","scoter"
"2777","3805","20120326_080 4","HOGR",1,0,1,0,"12255","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","0","1","0 4","grebe"
"2778","3806","20120326_080 5","BUFF",1,1,0,0,"12262","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","0 5","bufflehead"
"2779","3807","20120326_080 6","HADU",2,2,2,2,"12283","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","0 6","Harlequin duck"
"2780","3808","20120326_080 7","HADU",2,0,0,0,"12292","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","0 7","Harlequin duck"
"2781","3819","20120326_081 2","BUFF",2,0,0,0,"12319","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","1 2","bufflehead"
"2782","3820","20120326_081 2","HOGR",0,0,0,1,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","0","1","1","1 2","grebe"
"2783","3821","20120326_081 2","LTDU",0,1,1,0,"11330","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","0","1","1 2","long-tailed duck"
"2784","3822","20120326_081 2","SCAU",4,2,2,0,"12324","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","1 2","scaup"
"2785","3823","20120326_081 2","SUSC",0,2,2,2,"11329","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","1 2","scoter"
"2786","3824","20120326_081 2","UNDU",0,0,0,0,"12326","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","1 2","UNDU"
"2787","3851","20120326_086 3","AMWI",2,0,0,0,"13164","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","6 3","dabbling duck"
"2788","3852","20120326_086 3","BUFF",29,17,18,8,"13167","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","6 3","bufflehead"
"2789","3853","20120326_086 3","UNDD",0,0,0,1,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","0","1","1","6 3","UNDD"
"2790","3854","20120326_086 3","UNDU",0,0,0,1,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","BM","TC","0","1","1","6 3","UNDU"
"2791","3855","20120326_086 3","UNGU",0,0,1,0,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","0","1","6 3","gull"
"2792","3856","20120326_086 4","AMWI",5,5,5,5,"13167","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","6 4","dabbling duck"
"2793","3857","20120326_086 5","AMWI",2,0,0,0,"13175","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","6 5","dabbling duck"
"2794","3858","20120326_086 5","BUFF",16,21,19,10,"13181","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","6 5","bufflehead"
"2795","3859","20120326_086 5","UNGU",0,1,0,2,"12076","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","0","1","1","6 5","gull"
"2796","3860","20120326_086 5","UNSB",0,0,0,0,"12084","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","6 5","UNSB"
"2797","3861","20120326_086 6","BUFF",4,0,0,0,"13188","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","6 6","bufflehead"
"2798","3862","20120326_086 6","MALL",2,2,0,0,"13214","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","6 6","dabbling duck"
"2799","3863","20120326_086 6","UNGU",26,17,16,13,"13227","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","6 6","gull"
"2800","3866","20120326_087 2","UNGU",33,24,22,22,"13266","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 2","gull"
"2801","3867","20120326_087 4","UNGU",16,10,15,5,"13292","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 4","gull"
"2802","3868","20120326_087 5","RBME",4,2,0,0,"13307","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 5","merganser"
"2803","3869","20120326_087 5","UNGU",7,4,5,9,"13317","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 5","gull"
"2804","3870","20120326_087 6","BUFF",10,4,8,5,"13340","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 6","bufflehead"
"2805","3872","20120326_087 7","BUFF",3,4,4,4,"13357","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 7","bufflehead"
"2806","3873","20120326_087 7","SUSC",0,0,2,0,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","0","1","7 7","scoter"
"2807","3874","20120326_087 7","UNSC",3,0,0,0,"13359","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 7","scoter"
"2808","3875","20120326_087 8","BUFF",16,10,10,9,"13385","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 8","bufflehead"
"2809","3876","20120326_087 8","UNDU",0,0,0,0,"13368","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 8","UNDU"
"2810","3877","20120326_087 9","BUFF",5,2,5,5,"13401","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","7 9","bufflehead"
"2811","3879","20120326_088 2","BUFF",9,8,11,5,"13412","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 2","bufflehead"
"2812","3880","20120326_088 2","RBME",2,0,0,0,"13415","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 2","merganser"
"2813","3881","20120326_088 2","UNGO",1,0,0,0,"13405","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 2","goldeneye"
"2814","3882","20120326_088 3","AMWI",4,3,3,3,"13449","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 3","dabbling duck"
"2815","3883","20120326_088 3","BLBR",4,0,0,0,"13451","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 3","goose"
"2816","3884","20120326_088 3","BUFF",14,6,7,4,"13452","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 3","bufflehead"
"2817","3885","20120326_088 3","UNDU",0,0,0,0,"13450","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 3","UNDU"
"2818","3886","20120326_088 3","UNGU",1,0,0,0,"13435","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 3","gull"
"2819","3887","20120326_088 4","AMWI",8,2,4,4,"13461","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 4","dabbling duck"
"2820","3888","20120326_088 4","BUFF",1,3,3,4,"13455","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 4","bufflehead"
"2821","3889","20120326_088 5","AMWI",2,0,0,0,"13478","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 5","dabbling duck"
"2822","3890","20120326_088 5","BUFF",0,2,4,0,"12363","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","0","1","8 5","bufflehead"
"2823","3891","20120326_088 5","MALL",5,1,1,0,"13476","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 5","dabbling duck"
"2824","3892","20120326_088 5","UNGU",6,3,5,3,"13478","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 5","gull"
"2825","3893","20120326_088 6","UNGU",10,0,0,0,"13484","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","BM","TC","1","1","1","8 6","gull"
"2826","3894","20120326_088 7","AMWI",7,1,2,0,"13485","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 7","dabbling duck"
"2827","3895","20120326_088 7","BUFF",0,0,0,2,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","0","1","1","8 7","bufflehead"
"2828","3896","20120326_088 7","MALL",2,2,2,2,"13485","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 7","dabbling duck"
"2829","3897","20120326_088 7","RBME",1,0,0,0,"13485","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 7","merganser"
"2830","3898","20120326_088 7","UNGU",2,1,1,0,"13485","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 7","gull"
"2831","3899","20120326_088 7","UNME",0,0,0,2,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","0","1","1","8 7","merganser"
"2832","3900","20120326_088 8","UNGU",3,0,1,1,"13494","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 8","gull"
"2833","3903","20120326_089 1","LTDU",0,2,2,1,"12411","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","9 1","long-tailed duck"
"2834","3904","20120326_089 2","UBWG",0,0,1,0,"0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","0","1","9 2","gull"
"2835","3905","20120326_089 2","UNGU",0,1,0,1,"12474","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","BM","TC","0","1","1","9 2","gull"
"2836","3970","20120326_094 6","MAMU",1,0,1,1,"14458","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 6","alcid"
"2837","3996","20120326_098 4","SUSC",2,2,2,2,"15154","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","8 4","scoter"
"2838","4017","20120326_109 5","COLO",2,0,2,0,"16840","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","0","1","9 5","loon"
"2839","4018","20120326_109 5","UNLO",0,0,0,2,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","0","1","1","9 5","loon"
"2840","4065","20120326_143 1","RHAU",7,7,0,0,"21536","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","3 1","alcid"
"2841","4066","20120326_143 2","RHAU",19,19,0,0,"21552","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","3 2","alcid"
"2842","4067","20120326_143 3","RHAU",1,0,0,0,"21570","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","3 3","alcid"
"2843","4068","20120326_143 4","UBWG",1,1,1,1,"21576","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","3 4","gull"
"2844","4069","20120326_143 5","PIGU",1,0,0,0,"21599","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","3 5","alcid"
"2845","4070","20120326_143 6","RHAU",1,1,0,0,"21604","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","3 6","alcid"
"2846","4071","20120326_143 7","RHAU",21,0,0,0,"21619","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","3 7","alcid"
"2847","4072","20120326_144 1","RHAU",6,6,6,6,"21633","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 1","alcid"
"2848","4073","20120326_144 10","UNSB",0,0,0,0,"21743","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 10","UNSB"
"2849","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2850","4075","20120326_144 12","PIGU",0,1,1,1,"19662","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 12","alcid"
"2851","4080","20120326_144 2","PIGU",1,0,0,0,"21636","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 2","alcid"
"2852","4081","20120326_144 3","RHAU",1,1,0,0,"21640","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 3","alcid"
"2853","4082","20120326_144 4","UNLO",1,1,1,0,"21644","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 4","loon"
"2854","4083","20120326_144 5","RHAU",7,7,0,7,"21650","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 5","alcid"
"2855","4084","20120326_144 6","RHAU",4,0,0,0,"21654","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 6","alcid"
"2856","4085","20120326_144 7","RHAU",4,0,0,0,"21662","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 7","alcid"
"2857","4086","20120326_144 8","UNML",1,0,0,0,"21682","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 8","alcid"
"2858","4087","20120326_144 9","RNGR",1,1,0,0,"21694","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1","4 9","grebe"
"2859","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2860","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2861","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2862","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2863","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2864","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2865","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2866","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2867","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2868","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2869","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2870","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2871","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2872","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2873","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2874","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2875","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2876","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2877","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2878","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2879","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2880","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2881","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2882","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2883","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2884","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2885","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2886","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2887","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2888","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2889","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2890","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2891","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2892","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2893","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2894","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2895","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2896","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2897","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2898","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2899","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2900","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2901","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2902","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2903","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2904","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2905","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2906","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2907","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2908","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2909","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2910","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2911","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
"2912","4074","20120326_144 11","UNSB",0,0,0,0,"21756","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","BM","TC","1","1","1"," 11","UNSB"
